0.0004,64342
0.003,64310
0.0061,64327
0.0119,65105
0.0177,64323
0.0235,64262
0.0292,64270
0.035,64259
0.0407,64265
0.0464,64253
0.0521,64256
0.0578,64254
0.0635,64296
0.0692,64280
0.0749,64292
0.0806,64278
0.0864,64272
0.0921,64290
0.0978,64261
0.1035,64238
0.1092,64244
0.1149,64248
0.1206,64246
0.1263,64708
0.132,64713
0.1377,64427
0.1434,64271
0.1491,64376
0.1549,64322
0.1606,64340
0.1663,64323
0.172,64275
0.1777,64333
0.1834,64282
0.1891,64289
0.1948,64289
0.2005,64297
0.2062,64281
0.2119,64284
0.2176,64289
0.2233,64331
0.2291,64337
0.2348,64370
0.2405,64342
0.2462,64290
0.2519,64291
0.2576,64335
0.2633,64330
0.269,64348
0.2747,64334
0.2804,64325
0.2861,64318
0.2918,64295
0.2976,64309
0.3033,64297
0.309,64323
0.3147,64357
0.3204,64350
0.3261,64356
0.3318,64353
0.3375,64422
0.3432,64331
0.3489,64348
0.3546,64390
0.3604,64397
0.3661,64362
0.3718,64337
0.3775,64366
0.3832,64401
0.3889,64371
0.3946,64362
0.4003,64342
0.406,64369
0.4117,64369
0.4174,64385
0.4232,64354
0.4289,64365
0.4346,64353
0.4403,64354
0.446,64357
0.4517,64358
0.4574,64350
0.4631,64355
0.4688,64356
0.4745,64345
0.4802,64349
0.4859,64358
0.4917,64355
0.4974,64356
0.5031,64374
0.5088,64370
0.5145,64348
0.5202,64379
0.5259,64380
0.5316,64372
0.5373,64372
0.543,64385
0.5487,64385
0.5544,64387
0.5602,64376
0.5659,64384
0.5716,64370
0.5773,64382
0.583,64383
0.5887,64394
0.5944,64387
0.6001,64394
0.6058,64388
0.6115,64409
0.6172,64399
0.6229,64399
0.6287,64409
0.6344,64432
0.6401,64422
0.6458,64429
0.6515,64409
0.6572,64393
0.6629,64387
0.6686,64376
0.6743,64374
0.6801,64388
0.6858,64387
0.6915,64394
0.6972,64393
0.7029,64402
0.7086,64934
0.7143,64387
0.72,64399
0.7257,64349
0.7314,64374
0.7371,64370
0.7429,64366
0.7486,64379
0.7543,64421
0.76,64383
0.7657,63881
0.7714,64404
0.7771,64409
0.7828,64408
0.7885,64402
0.7942,64389
0.7999,64379
0.8057,64389
0.8114,64382
0.8171,64390
0.8228,64452
0.8285,64647
0.8342,64395
0.8399,64405
0.8456,64408
0.8513,64436
0.857,64432
0.8627,64416
0.8684,64392
0.8741,64437
0.8799,64438
0.8856,64443
0.8913,64463
0.897,64419
0.9027,64415
0.9084,64420
0.9141,64414
0.9198,64469
0.9255,64431
0.9312,64407
0.9369,64461
0.9426,64433
0.9483,64443
0.9541,64447
0.9598,64449
0.9655,64436
0.9712,64454
0.9769,64494
0.9826,64502
0.9883,64450
0.994,64464
0.9997,64467
1.0055,64460
1.0112,64460
1.0169,64463
1.0226,64468
1.0283,64462
1.034,64542
1.0397,64465
1.0454,64466
1.0511,64470
1.0568,64472
1.0625,64479
1.0682,64485
1.074,64519
1.0797,64495
1.0854,64506
1.0911,64501
1.0968,64503
1.1025,64516
1.1082,64502
1.1139,64517
1.1196,64526
1.1254,64522
1.1311,64518
1.1368,64522
1.1425,64506
1.1482,64508
1.1539,64514
1.1596,64522
1.1653,64517
1.171,64524
1.1767,64511
1.1824,64516
1.1882,64515
1.1939,64520
1.1996,64516
1.2053,64532
1.211,64536
1.2167,64538
1.2224,64534
1.2281,64535
1.2338,64543
1.2395,64556
1.2452,64547
1.251,63080
1.2567,64556
1.2624,64556
1.2681,64562
1.2738,64567
1.2795,64568
1.2853,64573
1.291,64572
1.2967,64573
1.3024,64595
1.3081,64569
1.3138,64590
1.3195,64585
1.3252,64592
1.3309,64590
1.3366,64602
1.3423,64593
1.348,64594
1.3538,64596
1.3595,64600
1.3652,64607
1.3709,64604
1.3766,64611
1.3823,64613
1.388,64615
1.3937,64615
1.3994,64611
1.4051,64625
1.4108,63732
1.4166,64629
1.4223,64625
1.428,64632
1.4337,64624
1.4394,64639
1.4451,64640
1.4508,64640
1.4565,64647
1.4622,64656
1.468,64643
1.4737,64645
1.4794,64647
1.4851,64400
1.4908,64295
1.4965,64682
1.5022,64659
1.508,64658
1.5137,64701
1.5194,64672
1.5251,64672
1.5308,64692
1.5365,64699
1.5422,64697
1.5479,64711
1.5536,64691
1.5593,64711
1.565,64706
1.5708,64704
1.5765,64714
1.5822,64843
1.5879,64581
1.5936,64700
1.5993,64703
1.605,64713
1.6107,64714
1.6164,64717
1.6221,64720
1.6278,64719
1.6335,64721
1.6392,64733
1.6449,64731
1.6507,64742
1.6564,64740
1.6621,64738
1.6678,64743
1.6735,64749
1.6792,64755
1.6849,64755
1.6906,64762
1.6963,64769
1.702,64766
1.7077,64767
1.7135,64779
1.7192,64778
1.7249,64783
1.7306,64790
1.7363,64785
1.742,64785
1.7477,64790
1.7534,64799
1.7591,64803
1.7648,64804
1.7706,64814
1.7763,64816
1.782,64813
1.7877,64810
1.7934,64813
1.7991,65492
1.8049,65472
1.8106,65489
1.8163,65492
1.822,65485
1.8277,65494
1.8334,65495
1.8391,65499
1.8448,65496
1.8505,65486
1.8563,65502
1.862,65500
1.8677,65503
1.8734,65504
1.8791,65508
1.8848,65508
1.8905,65509
1.8962,65495
1.9019,65507
1.9076,65506
1.9133,65502
1.919,65508
1.9248,65504
1.9305,65506
1.9362,65507
1.9419,65496
1.9476,65507
1.9533,65507
1.959,65508
1.9647,65508
1.9704,65508
1.9761,65507
1.9818,65509
1.9875,65499
1.9933,65509
1.999,65508
2.0047,65508
2.0104,65510
2.0161,65510
2.0218,65507
2.0275,65509
2.0332,65499
2.0389,65509
2.0446,65508
2.0503,65508
2.0561,65509
2.0618,65509
2.0675,65509
2.0732,65508
2.0789,65504
2.0846,65508
2.0903,65508
2.096,65509
2.1017,65508
2.1074,64895
2.1131,64904
2.1188,64896
2.1245,64901
2.1303,64900
2.136,64910
2.1417,64905
2.1474,64903
2.1531,64909
2.1588,64904
2.1645,64908
2.1702,64913
2.1759,64917
2.1816,64909
2.1873,64911
2.193,64912
2.1987,64917
2.2045,65508
2.2102,65507
2.2159,65507
2.2216,65508
2.2273,65508
2.233,65509
2.2387,65508
2.2444,65508
2.2501,65507
2.2558,65507
2.2615,65503
2.2672,65508
2.273,65509
2.2787,65509
2.2844,65506
2.2901,65508
2.2958,65509
2.3015,65507
2.3072,65506
2.3129,65509
2.3186,65506
2.3243,65508
2.33,65508
2.3357,65509
2.3415,65507
2.3472,65506
2.3529,65502
2.3586,65510
2.3643,65506
2.37,65507
2.3757,65508
2.3814,65509
2.3871,65509
2.3928,65508
2.3985,65502
2.4042,65510
2.41,65509
2.4157,65508
2.4214,65509
2.4271,65509
2.4328,65511
2.4385,65509
2.4442,65504
2.4499,65507
2.4556,65511
2.4613,65508
2.4671,65507
2.4728,65510
2.4785,65510
2.4842,65508
2.4899,65507
2.4956,65508
2.5013,65507
2.507,65507
2.5128,65506
2.5185,65510
2.5242,65507
2.5299,65508
2.5356,65506
2.5413,65509
2.547,65510
2.5527,65510
2.5584,65512
2.5641,65509
2.5698,65510
2.5755,65510
2.5812,65509
2.587,65509
2.5927,65509
2.5984,65510
2.6041,65510
2.6098,65508
2.6155,65509
2.6212,65510
2.6269,65505
2.6326,65509
2.6383,65507
2.644,65507
2.6497,65509
2.6555,65507
2.6612,65509
2.6669,65508
2.6726,65506
2.6783,65510
2.684,65509
2.6897,65509
2.6954,65510
2.7011,65506
2.7068,65504
2.7125,65508
2.7182,65503
2.7239,65509
2.7296,65509
2.7354,65506
2.7411,65508
2.7468,65506
2.7525,65509
2.7582,65509
2.7639,65505
2.7696,65506
2.7753,65508
2.781,65510
2.7867,65509
2.7924,65507
2.7981,65507
2.8038,65507
2.8095,65509
2.8153,65507
2.821,65509
2.8267,65510
2.8324,65511
2.8381,65507
2.8438,65507
2.8495,65507
2.8552,65505
2.8609,65505
2.8667,65506
2.8724,65506
2.8781,65510
2.8838,65504
2.8895,65507
2.8952,65508
2.9009,65504
2.9066,65507
2.9123,65507
2.918,65508
2.9237,65512
2.9294,65509
2.9351,65508
2.9409,65506
2.9466,65502
2.9523,65509
2.958,65507
2.9637,65507
2.9694,65505
2.9751,65506
2.9808,65507
2.9865,65504
2.9922,65502
2.998,65508
3.0037,65505
3.0094,65506
3.0151,65503
3.0208,65505
3.0265,65508
3.0322,65506
3.0379,65500
3.0436,65504
3.0493,65508
3.0551,65507
3.0608,65509
3.0665,65507
3.0722,65508
3.0779,65510
3.0836,65504
3.0893,65510
3.095,65508
3.1007,65507
3.1064,65509
3.1121,65509
3.1178,65505
3.1235,65506
3.1292,65506
3.1349,65508
3.1406,65506
3.1464,65507
3.1521,65507
3.1578,65511
3.1635,65509
3.1692,65509
3.1749,65507
3.1806,65510
3.1863,65508
3.192,65506
3.1977,65511
3.2034,65508
3.2092,65510
3.2149,65510
3.2206,65503
3.2263,65509
3.232,65509
3.2377,65507
3.2434,65508
3.2491,65509
3.2548,65509
3.2605,65507
3.2662,65502
3.2719,65507
3.2776,65509
3.2834,65510
3.2891,65507
3.2948,65505
3.3005,65507
3.3062,65508
3.3119,65506
3.3176,65508
3.3233,65509
3.329,65510
3.3347,65508
3.3404,65508
3.3461,65506
3.3519,65508
3.3576,65506
3.3633,65510
3.369,65510
3.3747,65509
3.3804,65507
3.3861,65507
3.3918,65509
3.3975,65509
3.4032,65507
3.4089,65506
3.4146,65506
3.4203,65511
3.4261,65507
3.4318,65507
3.4375,65508
3.4432,65506
3.4489,65503
3.4546,65507
3.4603,65506
3.466,65507
3.4717,65507
3.4774,65508
3.4831,65505
3.4889,65510
3.4946,65506
3.5003,65507
3.506,65508
3.5117,65505
3.5174,65506
3.5231,65507
3.5288,65508
3.5345,65508
3.5402,65502
3.5459,65508
3.5516,65505
3.5573,65504
