Experiment: data_t2 vial 4, Tue Aug 29 14:23:24 2023
0.0041,0.5306057090264419
0.0098,0.5314222522171574
0.0155,0.5289722941692483
0.0212,0.5297890565178823
0.0269,0.5273384378607839
0.0327,0.5338712310984439
0.0384,0.5175257946433488
0.0441,0.5289722941692483
0.0498,0.5322386866118518
0.0555,0.5306057090264419
0.0612,0.5297890565178823
0.0669,0.5297890565178823
0.0726,0.5265213428544362
0.0783,0.5314222522171574
0.084,0.5273384378607839
0.0897,0.5306057090264419
0.0955,0.5289722941692483
