Experiment: data_t2 vial 5, Tue Aug 29 14:23:24 2023
0.0041,0.7066925161232641
0.0098,0.7054261493006706
0.0155,0.7079623458979825
0.0212,0.7016476062070321
0.0269,0.7016476062070321
0.0327,0.7054261493006706
0.0384,0.6991454918597058
0.0441,0.7054261493006706
0.0498,0.7066925161232641
0.0555,0.7092356609713389
0.0612,0.7054261493006706
0.0669,0.7054261493006706
0.0726,0.6966567104343392
0.0783,0.7054261493006706
0.084,0.7041632232931684
0.0897,0.7054261493006706
0.0955,0.7041632232931684
