0.0103,27.286
0.0161,27.286
0.0219,27.259999999999998
0.0277,27.312000000000005
0.0335,27.234
0.0393,27.259999999999998
0.045,27.286
0.0507,27.286
0.0564,27.312000000000005
0.062,27.259999999999998
0.0677,27.312000000000005
0.0734,27.312000000000005
0.0791,27.234
0.0848,27.259999999999998
0.0905,27.286
0.0962,27.312000000000005
0.1019,27.312000000000005
0.1076,27.286
0.1133,27.312000000000005
0.119,27.286
0.1248,27.259999999999998
0.1304,27.259999999999998
0.1361,27.259999999999998
0.1418,27.338
0.1475,27.286
0.1532,27.312000000000005
0.1589,27.338
0.1646,27.286
0.1703,27.312000000000005
0.176,27.312000000000005
0.1817,27.286
0.1874,27.286
0.1931,27.286
0.1987,27.259999999999998
0.2044,27.259999999999998
0.2101,27.312000000000005
0.2158,27.364000000000004
0.2215,27.286
0.2272,27.286
0.2329,27.312000000000005
0.2386,27.259999999999998
0.2443,27.286
0.25,27.286
0.2557,27.286
0.2614,27.234
0.267,27.312000000000005
0.2727,27.286
0.2784,27.234
0.2841,27.286
0.2898,27.312000000000005
0.2955,27.259999999999998
0.302,27.286
0.3069,27.259999999999998
0.3126,27.259999999999998
0.3183,27.286
0.3239,27.312000000000005
0.3296,27.286
0.3353,27.286
0.341,27.312000000000005
0.3467,27.312000000000005
0.3523,27.259999999999998
0.358,27.259999999999998
0.3645,27.312000000000005
0.3693,27.286
0.375,27.286
0.3814,27.286
0.3871,27.259999999999998
0.3929,27.259999999999998
0.4017,27.364000000000004
0.4058,27.286
0.4108,27.312000000000005
0.4174,27.338
0.423,27.338
0.4282,27.312000000000005
0.4339,27.312000000000005
0.4396,27.364000000000004
0.4453,27.312000000000005
0.451,27.286
0.4567,27.364000000000004
