Experiment: data_t vial 5, Wed Aug 30 17:19:46 2023
0.0025,0.8086419076566059
0.006,0.8150568089046005
0.0117,0.8134441602532246
0.0174,0.8232115558815297
0.0231,0.8199311501168237
0.0288,0.8215682335911562
0.0345,0.8232115558815297
0.0402,0.8265171310500106
0.0459,0.8199311501168237
0.0516,0.8150568089046005
