Experiment: data_t vial 1, Wed Aug 30 17:19:46 2023
0.0025,0.6318647548277538
0.006,0.6335626268901591
0.0117,0.6310194281344218
0.0174,0.6327124827238492
0.0231,0.6327124827238492
0.0288,0.6335626268901591
0.0345,0.6327124827238492
0.0402,0.6310194281344218
0.0459,0.6310194281344218
0.0516,0.6335626268901591
