0.0003,2564
0.0049,3156
0.0106,3154
0.0163,3152
0.0221,3158
0.0278,3154
0.0335,3154
0.0392,3153
0.0449,3157
0.0506,3150
0.0564,3161
0.0621,3152
0.0678,3157
0.0735,3155
0.0792,3155
0.0849,3156
0.0906,3160
0.0963,3158
0.102,3160
0.1078,3155
0.1135,3155
0.1192,3157
0.1249,3154
0.1306,3153
0.1363,3159
0.1421,3162
0.1478,3161
0.1535,3156
0.1592,3154
0.1649,3156
0.1707,3153
0.1764,3157
0.1821,3153
0.1878,3154
0.1935,3160
0.1992,3153
0.2049,3158
0.2107,3153
0.2164,3155
0.2221,3159
0.2278,3158
0.2335,3157
0.2392,3160
0.2449,3154
0.2506,3158
0.2563,3156
0.2621,3159
0.2678,3160
0.2735,3160
0.2792,3156
0.2849,3156
0.2907,3155
0.2964,3158
0.3021,3155
0.3078,3155
0.3136,3162
0.3193,3157
0.325,3163
0.3307,3164
0.3364,3157
0.3421,3159
0.3478,3165
0.3535,3156
0.3592,3156
0.365,3158
0.3707,3161
0.3764,3169
0.3821,3170
0.3878,3162
0.3935,3163
0.3992,3155
