0.0103,65491
0.0161,65491
0.0219,65499
0.0277,65497
0.0335,65497
0.0393,65499
0.045,65496
0.0507,65493
0.0564,65495
0.062,65493
0.0677,65493
0.0734,65493
0.0791,65497
0.0848,65497
0.0905,65499
0.0962,65498
0.1019,65495
0.1076,65500
0.1133,65500
0.119,65497
0.1248,65499
0.1304,65495
0.1361,65498
0.1418,65499
0.1475,65498
0.1532,65501
0.1589,65501
0.1646,65497
0.1703,65497
0.176,65495
0.1817,65495
0.1874,65497
0.1931,65497
0.1987,65495
0.2044,65495
0.2101,65496
0.2158,65501
0.2215,65494
0.2272,65496
0.2329,65497
0.2386,65498
0.2443,65500
0.25,65500
0.2557,65497
0.2614,65494
0.267,65496
0.2727,65496
0.2784,65494
0.2841,65498
0.2898,65492
0.2955,65494
0.302,65492
0.3069,65495
0.3126,65485
0.3183,65489
0.3239,65486
0.3296,65491
0.3353,65484
0.341,65489
0.3467,65491
0.3523,65496
0.358,65485
0.3645,65493
0.3693,65494
0.375,65497
0.3814,65495
0.3871,65496
0.3929,65488
0.4017,65491
0.4058,65495
0.4108,65498
0.4174,65496
0.423,65497
0.4282,65490
0.4339,65497
0.4396,65493
0.4453,65501
0.451,65498
0.4567,65496
